StopId,StopAbbr,StopName,Lat,Lon
5320245,BRAG_HV2,Bragerhaugvegen,60598618,9743989
5320246,HEDAL_S1,Hedalen barne- og ungdomsskole,60604676,9743923
5320247,KONTORP2,Kontorparken,60620010,9717561
5320248,SOLB_SA2,Solberg,60620408,9713158
5320249,JØRANBY2,Jøranby,60621873,9695408
5320250,HEDAL_K2,Hedalen stavkirke,60622967,9690224
5320251,LUND_SA2,Lundberg,60625159,9686104
5320252,SUKKE2,Sukke,60630353,9666690
5320253,MELBYSA2,Melby,60632801,9659231
5320254,ÅSHE_SA2,Åsheim,60635300,9625796
5320255,ÅSLI2,Åsli,60636085,9603607
5320262,GAIASTO,Gaiastova,61226438,10512503
5320263,FJELLS_V,Fjellstadvegen,61220402,10463885
5320264,BERGE1,Berge,61225493,10252056
5320265,FLÅTÅMO1,Flåtåmo,61353676,10290381
5320266,GLOMSTA1,Glomstad,61355680,10306511
5320267,SØLVSKO3,Sølvskottberget,61293139,10401390
5320268,LISGR_GB,Lisgrenda gamlebommen,61255015,10469841
5320269,HOLMEN3,Holmen,60669719,10363040
5320271,BRAND_S2,Brandbu skysstasjon,60420084,10506113
5320272,MOHAGEN1,Mohagen,60411445,10551356
5320273,MOHAGEN2,Mohagen,60411188,10551106
5320274,HADEGLR2,Hadeland Glassverk,60238506,10400570
5320275,RAUF_KJ1,Raufoss kjøpesenter,60729330,10613870
5320276,VEKTPLA2,Vektplassen,62092799,9068842
5320277,LI2_DO,Li,62056735,9128788
5320278,GRIMSD_H,Grimsdalshytta,62090615,9642838
5320279,BYRE_NF,Byre,61601423,9750322
5320280,FLÅTÅMO2,Flåtåmo,61353728,10290534
5320281,KORGEN,Korgen,61130233,10429140
5320283,LILSST11,Lillehammer skysstasjon,61114920,10462200
5320285,BRUHAUG2,Bruhaugvegen,60784846,10640966
5320286,ØYRE_LH,Øyre,61094758,10428771
5320287,SKOGLUND,Skoglund,61847438,8933221
5320289,EINARV41,Eina rv4,60628586,10602873
5320290,EINARV42,Eina rv4,60627806,10603431
5320291,SUNDG_VN,Sundgårdsvegen,61261570,10409237
5320292,DULVEN4,Dulven,61297547,10267154
5320293,DULVEN3,Dulven,61297296,10267107
5320295,KILEKRY3,Kilekrysset Kilevegen,61573312,9876391
5320296,HARPE_OV,Harpefoss oppvekstsenter,61569732,9846948
5320297,TINGB_LV,Tingberg Lerkevegen,61267968,10409331
5320298,AANDALK3,Aandalskrysset,60754645,10576289
5320299,BREIS_BV,Breiskallen Breiskallvegen,60753173,10623495
5320301,DÆHLINV1,Dæhlinvegen,60284414,10545810
5320302,DÆHLINV2,Dæhlinvegen,60284557,10545907
5320304,ALFSTAD2,Alfstad,61165404,10352336
5320305,FLUGS_H2,Flugstadhaugen,61202619,10302996
5320306,LAUGVN2,Laugvegen,61527014,10150032
5320315,SOLHJ_V1,Solhjemslivegen,61744526,9558366
5320316,SOLHJ_V2,Solhjemslivegen,61744329,9558268
5320317,GRENET1,Grenet,61845987,9445181
5320318,GRENET2,Grenet,61845943,9444896
5320319,STORLIE1,Storlie,61907972,9364408
5320320,STORLIE2,Storlie,61908385,9364165
5320321,KILLIBR2,Killi bru,62021343,9190116
5320322,HINDEN1,Hinden,62086810,9110461
5320323,HINDEN2,Hinden,62086784,9109427
5320324,JOTUN_V1,Jotunheimvegen,61334256,8808997
5320325,JOTUN_V2,Jotunheimvegen,61334346,8808922
5320326,HEIMDAL5,Heimdalen,61432755,8803981
5320327,HEIMDAL6,Heimdalen,61432835,8803700
5320328,BEGNA_SK,Begnadalen skole,60647917,9782641
5320329,FAGER_V1,Fagerlivegen Feforkrysset,61530319,9686889
5320330,FAGER_V2,Fagerlivegen Feforkrysset,61530255,9687020
5320331,LIGODT3,Ligodt,60648709,10659419
5320332,IVERSLIA,Iverslia,61169766,10155338
5320333,SOLBA_F1,Solbakken Forset,61199552,10095405
5320334,SVEEN_GA,Sveen,61309457,10174080
5320335,HOLME_TR,Holmen,61303822,10303767
5320336,HAFJELLM,Hafjell Midtstasjonen,61239049,10474192
5320337,MOSET_SK,Mosetertoppen Skavlen,61243771,10490774
5320338,MESNASAG,Mesnasaga,61120902,10585719
5320339,FINNS_SV,Finnsveen Sjøsetervegen,61135470,10550212
5320340,BROSTVN2,Brostvegen E136,62283921,8141762
5320341,BROSTVN1,Brostvegen E136,62284257,8141117
5320342,MOEN_VS1,Moen,61134096,8865213
5320343,HØVE,Høve,61134189,8901798
5320344,MASSI_D1,Massingdalen,61583428,9532511
5320345,SKJÅKUS1,Skjåk barne- og ungdomsskule,61884275,8263401
5320346,DØNF15_1,Dønfoss rv. 15,61914612,8094327
5320347,DØNF15_2,Dønfoss rv. 15,61914345,8094652
5320348,STORMARK,Stormark,60832537,10068263
5320349,BRURUD1,Brurud,60822390,10106426
5320350,BRURUD2,Brurud,60822209,10106567
5320351,VALDR_A2,Avisa Valdres,60986651,9231545
5320352,BESSER_G,Besserudgrenda,61167997,10408872
5320353,RING_BR1,Ringebu bru,61519686,10143153
5320354,RING_BR2,Ringebu bru,61519741,10142967
5320355,SYK_L_M2,Sykehuset Innlandet Mejdells gt,61113783,10472201
5320356,BRENDE,Brende,61671467,9680864
5320357,BERG_SE2,Bergum,61761171,9536607
5320370,VÅGÅMO_H,Vågåmo sentrum Halland,61874091,9098672
5320375,GARMO_BR,Garmo bru,61848120,8811896
5320376,BYRKVE1,Byrkveen,61845733,8841993
5320377,BYRKVE2,Byrkveen,61845746,8845354
5320378,RuudT401,Ruud - taxi,61052924,10487796
5320379,JØRSTADS,Jørstadsvea,61153806,10390508
5320380,SKOGENGA,Skogen øvre Svingvoll,61298569,10203728
5320382,REIKEST1,Reikesteinsøddin,61276789,8199232
5320383,REIKEST2,Reikesteinsøddin,61276826,8199418
5320386,RusFj401,Rustad fjellstue,61151540,10700168
5320387,HJELPEMS,Hjelpemiddelsentralen,60771159,10704944
5320388,GRANLIA1,Granlia,60792313,10629880
5320389,ASKIMHA1,Askimhagen,60795662,10629883
5320390,ASKIMHA2,Askimhagen,60795735,10629740
5320391,ØVERBYM,Øverbymarka,60796130,10634387
5320392,LEIRABR3,Leira bru,61712803,8313919
5320393,SAGSTUGU,Sagstugua Bybrua,60801733,10570105
5320397,GRANLIA2,Granlia,60792275,10630080
5320398,VINDIN_B,Vindingstadbakken,60774792,10702271
5320399,TORKE1,Torke,60800593,10655615
5320400,VARD_AH2,Vardal aldersheim,60798647,10659117
5320401,HJERK_F1,Hjerkinn fjellstue,62221160,9570671
5320402,HJERK_F2,Hjerkinn fjellstue,62221033,9570881
5320403,RYDNINGS,Rydningsøyi,62199427,9640481
5320404,STANGST1,Stangstuguhøgda,60797305,10421732
5320405,STANGST2,Stangstuguhøgda,60797697,10422869
5320406,LIEN2_SL,Lien,60770663,10335017
5320407,ENGEN5SL,Engen,60772086,10305799
5320408,ENGEN6SL,Engen,60772202,10306795
5320427,SKOGH6SN,Skogheim Snertingdal,60884590,10484965
5320428,HADEV_G1,Hadeland videregående skole,60355071,10574661
5320429,SVEENLH1,Sveen,61028046,10444773
5320430,SVEENLH2,Sveen,61027985,10444603
5320432,MÅLNES1,Målnes,61273255,8232533
5320433,TVINDEH1,Tvindehaugen,61324579,8274860
5320434,MÅLNES2,Målnes,61273344,8232382
5320435,TVINDEH2,Tvindehaugen,61324795,8274874
5320436,TRØSTÅ_G,Trøståker gård,61477347,10193873
5320437,BESSTRO1,Besstrond,61548417,8915630
5320438,BESSTRO2,Besstrond,61547833,8914729
5320441,BAKKENB1,Bakkenbygda,60619497,10370963
5320442,BAKKENB2,Bakkenbygda,60619308,10371083
5320443,RUD_HL2,Rud Hornslinna,60472014,10457975
5320446,SAND_S1,Sand søndre,60583396,10342246
5320447,SAND_S2,Sand søndre,60583860,10342557
5320448,NORDERV1,Nordenga Randsfjordvegen,60543580,10323887
5320449,NORDERV2,Nordenga Randsfjordvegen,60544826,10324994
5320450,STENER_H,Stenersgata/Hågåbakken,60673384,10366014
5320451,RØDNES1,Rødnes,60762848,10249481
5320452,RØDNES2,Rødnes,60761580,10249800
5320453,RØSTELI2,Røstelia,60637806,10531464
5320456,SEL_K524,Selsverket k524,61800787,9554858
5320457,PARKSV_T,Parksvingen Tranbergvegen,60803479,10665464
5320458,HANSE_V1,Hanserudvegen,60787028,10195153
5320459,HANSE_V2,Hanserudvegen,60786940,10194966
5320460,LEIRA_E1,Leira E16,60971843,9289916
5320461,LEIRA_E2,Leira E16,60971871,9289418
5320462,VESTRUM2,Vestrumenga,60737096,10626506
5320463,NEGARDV2,Negardsvegen/Kløvervegen,60736198,10621291
5320464,HAMSUNS2,Hamsuns veg/Furulybakken,60732753,10618185
5320465,LYNGBAKK,Lyngbakken/Lyngvegen,60716403,10601851
5320466,VALHALLF,Vallhallvegen/Feltspatvegen,60715019,10593647
5320467,SNØHEIM,Snøheim,62294193,9351059
5320468,TRETT_T1,Tretten sentrum Tjønnlykkja,61316933,10300732
5320470,HJERK_H,Hjerkinnhus,62221526,9544974
5320471,BJØRLIA1,Bjørlia,60688042,10302809
5320472,BJØRLIA2,Bjørlia,60688122,10302958
5320473,LOMSJØV1,Lomsjøvegen,60599429,10307138
5320474,LOMSJØV2,Lomsjøvegen,60599300,10307480
5320475,RØNN_VN1,Rønningsvegen,61044611,10416094
5320476,RØNN_VN2,Rønningsvegen,61044483,10416273
5320477,RINGNES1,Ringneset,61853321,9025247
5320478,RINGNES2,Ringneset,61853644,9026691
5320479,OREHOLT1,Oreholtet,60811567,10660348
5320480,NORDLIA3,Nordlia,60740806,10767039
5320481,NORDLIA4,Nordlia,60740474,10768069
5320482,SVAJORD1,Svajordet,61852810,8628793
5320483,SVAJORD2,Svajordet,61852900,8628830
5320485,ALFSTAD3,Alfstad,60680826,10820717
5320486,ALFSTAD4,Alfstad,60680918,10820612
5320487,HAUG_HE1,Haugen Heidal,61703396,9458929
5320488,HAUG_HE2,Haugen Heidal,61703131,9460400
5320489,HOLM_BR1,Holmen bru,61307467,10303699
5320495,NARUMSK1,Narumskogen,60647571,10714695
5320496,LUND_KL2,Lund,60596515,10731163
5320497,HOELSTA1,Hoelstad,60626916,10785264
5320498,HOELSTA2,Hoelstad,60626919,10785044
5320500,MARIF_X2,Marifjøra kryss,61381423,7302956
5320501,BØVER_V2,Bøverbru vest,60667625,10663694
5320503,BLINDT1,Blindtarmen,60693044,10909855
5320504,BLINDT2,Blindtarmen,60692783,10909291
5320505,PREST_Ø2,Prestrud - Østbygdvegen,60684491,10443709
5320506,LORTVIK2,Lortvika,60680694,10423371
5320508,BERG_ØT1,Berg,60717674,10794065
5320509,BERG_ØT2,Berg,60717713,10793883
5320510,GRY_NL2,Gry,60846896,10180072
5320511,HALDSRU2,Haldsrud,60842530,10207341
5320514,AVSKÅKEL,Avskåkelien,61130890,10629562
5320515,LUNDEVN1,Lundevegen,60651912,10742338
5320516,LUNDEVN2,Lundevegen,60651906,10742100
5320517,BRUSV2OT,Brusveenga,60594236,10727537
5320518,GLOMSTA2,Glomstad,61355749,10306312
5320519,TØRRISP1,Tørrisplassen,60611658,9947911
5320520,TØRRISP2,Tørrisplassen,60611944,9946787
5320521,STRØMSM1,Strømsmoen,60614102,9938466
5320522,STRØMSM2,Strømsmoen,60613497,9940312
5320523,STRØMME1,Strømmen,60616748,9921501
5320524,STRØMME2,Strømmen,60615871,9922499
5320525,MODALEN1,Modalen,60619722,9912648
5320526,MODALEN2,Modalen,60618324,9915133
5320527,HØNEREN2,Høneren,60622419,9906789
5320528,SØREN_S2,Sørenga Sørumsvegen,60637588,9883190
5320529,SØRU_SA2,Sørum,60642204,9871542
5320530,BÆLAFAR1,Bælafaret,61138778,10432995
5320531,ALMSVEA1,Almsvea,60632267,10940579
5320532,AASENRG1,Aasen Rossgutua,60624274,10931385
5320533,ALMSVEA2,Almsvea,60632270,10940360
5320534,AASENRG2,Aasen Rossgutua,60624295,10931204
6000360,Dehli402,Dehli,61015257,10552934
6000388,Ringo402,Ringom,61069402,10603827
6000389,Bekkd402,Bekkedalen,61070227,10596363
6000398,Mølle403,Møllerstua,61038993,10590478
6000405,Krokr401,Krokrampa,61038389,10530903
6000406,Øberg402,Øvre Berg,61038515,10515764
6000410,Aamot402,Aamot,61038531,10485196
6000423,Hemma402,Hemma,61034511,10690317
6000425,Brend402,Brenden,61020671,10730867
6000442,Sæthe401,Sæther,60972777,10681440
6000454,Haugs401,Haugsvehøgda,61043234,10737486
6000456,ÅseSk402,Åsen skole,61026850,10754488
6002324,Ruud_401,Ruud,61051952,10486343
6003901,Nyhus451,Nyhus,61034013,10747775
6003902,Onsum412,Onsumrampa,61048700,10722245
6003905,Olasv402,Olasveen,61066210,10678071
6003921,Trett411,Trettsveen,60991069,10650977
6011499,Mesnl401,Messenlia,61122658,10664207
6011511,Lisma402,Lismarka,61070715,10623262
6011526,HoltX402,Holtekrysset,61035295,10545564
6011533,Granu401,Granum,61051463,10471947
6011578,Haugs402,Haugsvehøgda,61043286,10737563
6013172,BergX401,Bergsengkrysset,61041316,10498066
6013403,Ruud_402,Ruud,61052987,10486910
6013412,Korsl412,Korslund Freng,61011423,10555263
6016571,KVAA_SA2,Kvaal,60828565,9476292
6016572,ENGA_SA1,Enga,60647714,9799273
6016573,ENGA_SA2,Enga,60647637,9800057
6016574,BEGN_BN1,Begna boligfelt nord,60650212,9861350
6016575,BEGN_BN2,Begna boligfelt nord,60649440,9863570
6016576,TORSVEE2,Torsveen,61073909,10472862
6016577,ÅNNE_LH2,Ånnerud,61081910,10472980
6016578,TRANGRU2,Trangrud,61087600,10475395
6016579,BRISK_SA,Briskebyen,60779805,9628517
6016580,ÅRETT_SK,Åretta skole,61100237,10475317
6016581,NORDÅK1,Nordåk,60946148,9353604
6016582,NORDÅK2,Nordåk,60946076,9353456
6016583,AURD_SKR,Aurdal sentrum kroe,60921791,9419516
6016584,SOLBAKK1,Solbakkin,61248012,8908803
6016585,SOGN_HH1,Sogndal heradshus,61231483,7102629
6016586,SOGN_HH2,Sogndal heradshus,61231758,7103693
6016587,HELGHEI1,Helgheim,61231918,7115623
6016588,HELGHEI2,Helgheim,61232009,7115729
6016623,HINKL_X1,Hinklevkrysset,61067188,10468516
6016624,HINKL_X2,Hinklevkrysset,61067191,10468294
6016631,BEITO_HS,Beitostølen Helsesportsenter,61235049,8930458
6016632,OLSBY1,Olsby,60641319,11040929
6016633,OLSBY2,Olsby,60641100,11042304
6016634,ONSTAD_T,Onstad Taxi,60936400,9379680
6016637,ØYDEG_BT,Øydegarden Bjørgo taxi,60896241,9471334
6016638,DOKK_TNA,Dokki Taxi,60898178,9455368
6016639,SKÅRITNA,Skåri - Taxi,60899099,9453409
6016640,KONGSKOG,Kongskog,60133425,10811091
6016641,VANG_LU2,Vangen,60160872,10724780
6016642,BEKKEST1,Bekkestua,60240476,10696801
6016643,BEKKEST2,Bekkestua,60240630,10696719
6016644,HARE_ST,Harestua stasjon,60205861,10722945
6016645,REDAL_SS,Redalen sentrum sør,60889704,10668394
6016646,ODNES_N,Tatermyrbakken Odnes nord,60803541,10162962
6016647,HOPPOPP1,Hoppoppvegen,60547570,10629019
6016648,HOPPOPP2,Hoppoppvegen,60547576,10629238
6016649,RØN_FV1,Røn Fosheimvegen,61033112,9055624
6016650,RØN_FV2,Røn Fosheimvegen,61032996,9055587
6016651,SPEIDER2,Speiderhuset,61119537,10473745
6016652,STAMP_B1,Stampesletta Bjerkebæk,61123470,10469359
6016653,PÅLSODD2,Pålsodden,60562060,9996400
6016660,FILIP_B,Filipstadveien,59908629,10713577
6016662,LANGVAT1,Langvatn,62013339,7397648
6016663,GROTLI1,Grotli,62013799,7630867
6016664,NYSÆ_SJ1,Nysætre,62014354,7776138
6016665,POLLFOS1,Pollfoss,61959920,7898360
6016666,POLLMOE1,Pollmoen,61957603,7903820
6016667,SAGJE1,Sagje,61947449,7959929
6016668,FOSSTUG1,Fosstugu,61942882,7999240
6016669,NYSÆ_SJ2,Nysætre,62014423,7775829
6016670,SAGVO_LB,Sagvollvegen/Lyngbakken,60716591,10601145
6016671,LENA_SST,Lena skysstasjon,60676861,10821783
6016672,SILOGT2,Silogata,60674316,10814861
6016675,Amund411,Amundrud,60674207,11364856
6016678,Budor401,Budor skistadion,60927516,11302046
6016679,DalOØ401,Dalen oppistuen øvre,62170484,9854612
6016680,EBUS_411,Engerdal skole,61818990,11922272
6016681,FliSt401,Flisa stasjon,60599337,12018870
6016682,FolHu401,Folkets hus,60795808,11067872
6016683,FolHu402,Folkets hus,60795907,11067897
6016684,Fossu421,Fossumfeltet,60902100,10960509
6016685,Grimb403,Grimsbu,62155995,10173465
6016686,MidtP402,Midtbyen park,60795806,11070959
6016687,Grøbr403,Grønlibrua,61268253,12485363
6016688,Holdb411,Holdbakk,61441309,12126774
6016690,Langm401,Langmoen,60886223,10936222
6016691,Langm402,Langmoen,60886481,10934523
6016692,Mesna403,Mesnali Nordmessenvegen,61102569,10694988
6016693,Campu411,Campus Hamar,60795937,11072364
6016695,Neren413,Nerenget,62291947,10808561
6016696,NSætr403,Nordre Sætre,61226714,11332453
6016697,Olsen401,Olsen,60667216,11378695
6016698,Onsum411,Onsumrampa,61048209,10724108
6016699,Ravnk401,Ravnkleven,61249788,11867756
6016700,RinMo401,Ringsaker montessoriskole,60986144,10659317
6016701,RinMo402,Ringsaker montessoriskole,60986133,10659520
6016703,Sandv411,Sandvik,61298956,11800582
6016704,SolMs401,Solør montessoriskole,60576254,12068190
6016705,Stenb451,Stenbekk,60865038,10973890
6016706,TORFI_TH,Torfinnsbu turisthytte,61355777,8595343
6016707,MJØSBR_V,Mjøsbrua vest,60930033,10654195
6016708,KALLERU1,Kallerud,60786484,10670102
6016709,KALLERU2,Kallerud,60786349,10670168
6016710,LILSST_T,Lillehammer skysstasjon - taxi,61114295,10461982
6016712,Korsg411,Korsgarden,60122831,12220324
6016713,SKAROV_G,Skarovegen - Granum,60786652,9628517
6016714,BJØDNAF2,Bjødnaflate,60920305,9404982
6016715,BJØDNAF1,Bjødnaflate,60920215,9404907
6016716,Bolsk411,Bolskogen,59907697,11865707
6016717,Bolsk412,Bolskogen,59907693,11865922
6016718,Fiske401,Fiskersvingen,61094386,10655213
6016719,BØEN2,Bøen,60829489,9484137
6016720,KVAA_SA1,Kvaal,60828457,9476217
6016721,HØVSH_V1,Høvshaugvegen,60833530,9501443
6016722,HØVSH_V2,Høvshaugvegen,60833458,9501570
6016723,Anton403,Antona,60217638,11637130
6016724,SOLV_GR1,Solvik,60523914,10369795
6016725,JOREKSTA,Jorekstad,61155667,10391692
6016727,StraH411,Strandli Handel,60741957,11853225
6016728,LIENE_O1,Liene oppvekstsenter,61535440,9983647
6016729,GRIM_SJ1,Grimstad,61886481,8357580
6016730,GRIM_SJ2,Grimstad,61886373,8357639
6016731,ÅSBY_SK1,Åsbygda skole,60205383,10368738
6016732,Nyhei421,Nyheim,60355943,12331716
6016733,HAUGSKR2,Haugskrysset,60390202,10563896
6016735,Arnes422,Arnestad,62088027,10839148
6016736,Torsh421,Torshaug,62099125,10827067
6016737,TRIN_SKS,Trintom skole Søndre Ålsvegen,60359496,10584486
6016738,Grind441,Grindåker,60853746,11048333
6016740,TerAr402,Terningen Arena rv. 25,60881952,11541276
6016741,TerAr401,Terningen Arena rv. 25,60882918,11536705
6016742,DreBh401,Drevsjø barnehage,61890595,12033406
6016743,Hagen431,Hagen,61305320,11749868
6016744,Nystu421,Nystu,61307357,11745954
6016745,Merra411,Merratjernet,60363303,12349233
6016746,Sandv421,Sandvika,60368692,12352563
6016747,Bekkl441,Bekkeli,60386081,12360995
6016748,Bekkl442,Bekkeli,60386166,12361422
6016749,SkasØ401,Skasen øst,60377704,12358664
6016750,LINDHE_G,Lindheim Gilbergsrovegen,60932618,10242436
6016751,Svulr401,Svullrya,60417716,12402342
6016753,RovHj401,Roverudhjemmet,60253092,12051711
6016754,RovHj402,Roverudhjemmet,60253211,12052011
6016755,Gærve401,Gærversvingen,59983887,12066084
6016756,Gærve402,Gærversvingen,59983955,12066430
6016757,Børru401,Børrud,59982616,12069441
6016758,Børru402,Børrud,59982493,12069699
6016759,Grøns413,Grønsjøbrenden,61384157,11988971
6016760,Jølst405,Jølstad,60841276,10781032
6016766,BORGU_K2,Borgund stavkirke,61049833,7812896
6016767,GÅR_VTV1,Gårder Vest-Torpvegen,60921792,10071113
6016768,GÅR_VTV2,Gårder Vest-Torpvegen,60921835,10071354
6016769,SØRU_NL2,Sørum,60923467,10082971
6016770,LAU_VTV1,Lauvli,60937650,10085970
6016771,LAU_VTV2,Lauvli,60938018,10085963
6016772,DALAROA1,Dalaroa,60914655,10644900
6016773,BRO_VTV2,Brone Vest-Torpvegen,60933929,10085477
6016774,BRO_VTV1,Brone Vest-Torpvegen,60934092,10085353
6016775,BayGt401,Bays gate,60795960,11062899
6016776,BayGt402,Bays gate,60796080,11062741
6016784,SKOGSVA1,Skogstad,61208091,8353149
6016785,SKOGSVA2,Skogstad,61208129,8353409
6016786,SEDALVA1,Sedal,61208474,8321283
6016787,SEDALVA2,Sedal,61208625,8320974
6016788,SKOGLI_P,Skogli Helse- og Rehab.senter,61099842,10483303
6016789,VÅGÅKYR,Vågåkyrkja,61875671,9096528
6016790,HOLM_BR2,Holmen bru,61308242,10301815
6016791,SVIPOP1,Svipop Sørbygdsvegen,61215168,10453200
6016792,SVIPOP2,Svipop Sørbygdsvegen,61214455,10451515
6016793,HASLIØY1,Hasli,61283476,10356328
6016794,HASLIØY2,Hasli,61283591,10357377
6016795,KRUKEØY1,Kruke,61275132,10426618
6016796,KRUKEØY2,Kruke,61275863,10425364
6016797,Kvart401,Kvartal 48,60793615,11071862
6016798,LAPPENK1,Lappenkrysset,60733361,10305479
6016799,LAPPENK2,Lappenkrysset,60733386,10305663
6016800,HELGÅKE2,Helgåker,60380716,10549699
6016801,KLUKKAR1,Klukkargarden,61127175,8611949
6016802,KLUKKAR2,Klukkargarden,61127086,8612043
6016803,LUNDSMA1,Lundsmarke,61122887,8565227
6016804,LUNDSMA2,Lundsmarke,61122815,8565116
6016805,FØRSØDD1,Førsøddin,60964666,9268232
6016806,FØRSØDD2,Førsøddin,60964763,9267576
6016807,SMEB_SK2,Smeby skole,60632924,10787092
6016808,DAMS_HU1,Damsletta,60776511,10639901
6016809,SVEE_SJ2,Svee,61876676,8486008
6016810,SKRINDE1,Skrinde,61881090,8474580
6016811,SKRINDE2,Skrinde,61881109,8474921
6016812,VANGJE2,Vangje,61883993,8420279
6016813,RAMSTAD1,Ramstad,61883354,8409340
6016814,Vikin401,Vikingskipet,60793877,11098594
6016815,FinMs401,Finnskogen montessoriskole,60298006,12283147
6016816,StraH413,Strandli Handel,60741924,11853534
6016817,HStor401,Harald Stormoens veg,60429076,11631883
6016818,Torde401,Torderud,60455470,12084890
6016819,GrøsS401,Grøset søndre,60478231,12072251
6016820,Svarm401,Svartmoen,60489077,12078394
6016821,NamnS401,Namnå Sentrumsgata,60496472,12081463
6016822,Barhj401,Barnehjemsgutua,60935643,11661952
6016823,MatSk402,Matrand skole,60030607,12121600
6016824,SMIETORG,Smietorget,60356402,10571144
6016825,HOFFSV1,Hoffsvingen,60832036,9497743
6016826,HOFFSV2,Hoffsvingen,60831902,9497557
6016827,HOVEARM1,Hovearmen,61145424,10421498
6016828,HOVEARM2,Hovearmen,61145082,10421520
6016829,HAM_S_G1,Hammerstagutua Totenvegen,60643935,11027744
6016830,HAM_S_G2,Hammerstagutua Totenvegen,60642988,11030888
6016831,KRO_S_T1,Kronborgsvingen Totenvegen,60650247,10966764
6016832,KRO_S_T2,Kronborgsvingen Totenvegen,60650141,10966648
6016833,CAM_COL1,Camilla Colletts veg,60772183,10676782
6016834,NE_SÆTER,Nedre Sæteren,60809315,10461456
6016835,CitySE6S,City Syd E6,63361017,10372425
6016836,Nydal402,Nydal Gjerluvegen,60840618,11049708
6016837,HORN_F3,Horn ferjekai,60522564,10341545
6016838,TANG_F3,Tangen ferjekai,60512735,10337029
6016839,ROGNEB1,Rognebakken,60407646,10552167
6016840,TRONDR1,Trondrud,60280137,10499565
6016841,ROGNEB2,Rognebakken,60407567,10552036
6016842,TRONDR2,Trondrud,60280131,10499348
6016843,Vestv401,Vestsidevegen 101,61289597,12277840
6016844,Sjønn401,Sjønnerudvegen fv. 175,60238080,11744079
6016845,Sjønn402,Sjønnerudvegen rv. 175,60237950,11743980
6016846,BUSMOEN1,Busmoen,61116662,10454649
6016847,MOSODD1,Mosodden,61121350,10444932
6016848,PYNTEN1,Pynten,61125306,10445128
6016849,BUSMOEN2,Busmoen,61116588,10454794
6016850,SANDBE1,Sandbekk,60422530,10503191
6016851,KAMME_T1,Kammerudtangen,60366534,10357805
6016852,KAMME_T2,Kammerudtangen,60366531,10358095
6016853,SVEA_GJ1,Svea,60814951,10559459
6016854,SVEA_GJ2,Svea,60814565,10561021
6016855,TØNNERU1,Tønnerud,60360057,10418247
6016856,LUNDEJO1,Lundejordet,60866807,9714096
6016857,LUNDEJO2,Lundejordet,60866759,9714573
6016858,BØVAR_V1,Bøvarstogovegen,60928348,9635938
6016859,BØVAR_V2,Bøvarstogovegen,60928807,9635615
6016860,Tunvn401,Tunvegen,60772941,11227072
6016861,SANDERS2,Sanderstølen,60827246,9136786
6016862,ØSPELU1,Øspelund,60862384,9692393
6016863,ØSPELU2,Øspelund,60862077,9692939
6016864,FALL_ST2,Fall stasjon,60678629,10371010
6016865,MJØLSTA2,Mjølstadrampa,60892137,10614696
6016866,STR_BAK2,Strandbakke,60892648,10596461
6016867,Sætrr401,Sætersrønningen,60673495,11347997
6016868,Skauv401,Skauvegen,60775227,11233804
6016869,BIRK_ST,Birkebeineren skistadion,61134661,10505111
6016872,GRIHAM1,Grihamarstølen,61194313,8227085
6016873,GRIHAM2,Grihamarstølen,61194215,8227162
6016874,YTH,YOV Transport Mall Hamar,60795945,11086197
6016875,GLADENG2,Gladengveien,59919957,10794094
6016876,GLADENG1,Gladengveien,59919943,10793772
6016878,KVAM_YT1,Kvam ytre,61247861,7115045
6016879,KVAM_YT2,Kvam ytre,61247451,7113318
6016880,KVAM_SD1,Kvam fv. 55,61249386,7123737
6016881,KVAM_SD2,Kvam fv. 55,61249443,7123417
6016882,KVAMSVI2,Kvamsviki,61253252,7128194
6016883,ØYABREK1,Øyabrekka,61259669,7144251
6016884,ØYABREK2,Øyabrekka,61259970,7145221
6016885,LINDV_S1,Lindviki,61263022,7161483
6016886,LINDV_S2,Lindviki,61262476,7160901
6016887,NAGLØYR1,Nagløyri,61266880,7160676
6016888,NAGLØYR2,Nagløyri,61265160,7160965
6016889,STEIGSF1,Steig,61277049,7153487
6016890,STEIGSF2,Steig,61277398,7153392
6016891,VENJUMS2,Venjumshola,61289313,7160817
6016892,KVAM_LU2,Kvamshaugen,61294140,7186324
6016893,Kvenn421,Kvennstøa,62265379,10741127
6016894,BERGET1,Berget,61106353,10461918
6016895,SORGEND1,Sorgendal,61114085,10456462
6016896,FINNS_LH,Finnsveen,61142248,10550911
6016897,DAGSVEA,Dagsvea,61141685,10537902
6016898,ÅSSTUA,Åsstua Åsstuevegen,61152008,10478782
6016899,KJØLLGAR,Kjøllgarden Rustadvegen,61146397,10483910
6016900,ÅSEN_NOV,Nordre Åsen Olasvevegen,61150823,10470350
6016901,ØVERBERG,Øverberget Bergesvevegen,61148277,10465106
6016902,PÅLSR_LH,Pålsrud,61130131,10491699
6016903,RAVNE_N1,Nedre Ravneberg,61106023,10418052
6016906,TORSHAM2,Torshamarvegen,61367039,8282047
6016907,MEMURUBU,Memurubu,61490488,8633353
6016908,GJENDEBU,Gjendebu,61452798,8496569
6016909,AMFI_VA1,AMFI Valdres,60971021,9288484
6016910,SPIKARMO,Spikarmoen,61001022,9215612
